GridcellIndex,FunctionalGroupIndex,JuvenileMass,AdultMass,IndividualBodyMass,CohortAbundance,LogOptimalPreyBodySizeRatio,BirthTimeStep,ProportionTimeActive,TrophicIndex,IndividualReproductivePotentialMass,MaturityTimeStep,IsAdult,AgeMonths,TimeStepsJuviline,TimeStepsAdult
15,2,704.97,17001.6,8415.36,18332.3,-2.20756,111,0.5,2,0,4294967295,0,8,8,0
15,2,87.1623,7016.29,7016.29,2.02422e+006,-2.24328,111,0.5,2,1201.65,118,1,8,7,1
15,2,5.40084,451.432,130.645,1.97047e+008,-2.71651,111,0.5,2,0,4294967295,0,8,8,0
15,2,5,338.702,90.0047,1.63824e+008,-2.71651,111,0.5,2,0,4294967295,0,8,8,0
15,2,6.18167,355.637,355.637,706.565,-2.71651,111,0.5,2,1188.99,117,1,8,6,2
15,2,108.106,15669.7,9489.68,595.009,-2.34468,111,0.5,2,0,4294967295,0,8,8,0
15,2,232.921,42059.2,9311.65,4.30593e+006,-2.34468,111,0.5,2,0,4294967295,0,8,8,0
15,2,5.61399,343.209,90.3073,1.33784e+008,-2.71651,112,0.5,2,0,4294967295,0,7,7,0
15,2,5.33656,476.451,95.9186,3.24568e+008,-2.71651,112,0.5,2,0,4294967295,0,7,7,0
15,2,11.9216,428.401,428.401,267427,-2.50065,112,0.5,2,608.69,119,1,7,7,0
15,2,11.7718,673.697,673.697,342273,-2.50065,112,0.5,2,270.619,119,1,7,7,0
15,2,5.6756,617.314,223.737,8.44564e+006,-2.71651,112,0.5,2,0,4294967295,0,7,7,0
15,2,5.32546,530.411,90.3643,1.87301e+008,-2.71651,113,0.5,2,0,4294967295,0,6,6,0
15,2,15.9544,697.535,346.645,1.33559e+006,-2.50065,113,0.5,2,0,4294967295,0,6,6,0
15,2,12.4257,431.336,266.047,1.55043e+006,-2.50065,113,0.5,2,0,4294967295,0,6,6,0
15,2,10.3009,513.777,156.466,1.91417e+008,-2.20756,113,0.5,2,0,4294967295,0,6,6,0
15,2,6.38599,330.292,330.292,1.33973e+006,-2.71651,113,0.5,2,87.9511,119,1,6,6,0
15,2,5.23356,320.617,111.05,2.74907e+008,-2.71651,113,0.5,2,0,4294967295,0,6,6,0
15,2,20.4925,1543.35,952.94,585360,-2.34468,113,0.5,2,0,4294967295,0,6,6,0
