64,0,4355600000000
64,1,30491500000000
65,0,4286940000000
65,1,33823800000000
66,0,4308980000000
66,1,32897900000000
75,0,4040800000000
75,1,27723400000000
76,0,4123410000000
76,1,36858700000000
77,0,3747050000000
77,1,28887300000000
78,0,3052890000000
78,1,20228500000000
79,0,3363720000000
79,1,23704700000000
80,0,3688100000000
80,1,27404200000000
81,0,3695130000000
81,1,28122000000000
82,0,3710720000000
82,1,28983900000000
83,0,3657420000000
83,1,28114100000000
84,0,3732740000000
84,1,27624600000000
85,0,3690210000000
85,1,27865300000000
86,0,3707280000000
86,1,28530300000000
87,0,4028860000000
87,1,29765600000000
88,0,4181570000000
88,1,30761200000000
164,0,4188610000000
164,1,29140900000000
165,0,4323150000000
165,1,31400500000000
176,0,3989230000000
176,1,28907100000000
177,0,3616410000000
177,1,24598000000000
179,0,3682000000000
179,1,24870800000000
180,0,3762730000000
180,1,26470700000000
263,0,3965720000000
263,1,26167500000000
264,0,4117970000000
264,1,30238700000000
265,0,4310790000000
265,1,31129500000000
362,0,3844400000000
362,1,26286300000000
363,0,4020190000000
363,1,31469500000000
364,0,4220480000000
364,1,33126000000000
365,0,4298880000000
365,1,30715100000000
366,0,4284540000000
366,1,30983000000000
458,0,4215360000000
458,1,33659300000000
459,0,4159660000000
459,1,35616400000000
460,0,4219970000000
460,1,33472100000000
461,0,4153880000000
461,1,35435400000000
462,0,4034640000000
462,1,34163000000000
463,0,3911020000000
463,1,31424600000000
464,0,4216610000000
464,1,32414000000000
465,0,4266690000000
465,1,31349900000000
466,0,4276970000000
466,1,30793200000000
557,0,4157280000000
557,1,34912700000000
558,0,3910400000000
558,1,41819900000000
559,0,4119040000000
559,1,36117400000000
560,0,4220340000000
560,1,32474800000000
561,0,4238630000000
561,1,31644500000000
562,0,4223990000000
562,1,32314500000000
563,0,4143250000000
563,1,32700600000000
564,0,4213290000000
564,1,32786200000000
565,0,4257700000000
565,1,30652600000000
566,0,4263110000000
566,1,30334100000000
652,0,3790110000000
652,1,32453400000000
653,0,3516900000000
653,1,34954600000000
654,0,3819100000000
654,1,29333300000000
656,0,3624780000000
656,1,28707000000000
657,0,3985690000000
657,1,35333700000000
658,0,4123180000000
658,1,35169400000000
659,0,4244740000000
659,1,30050700000000
660,0,4193450000000
660,1,30915500000000
661,0,4234010000000
661,1,30673900000000
749,0,3749890000000
749,1,32039700000000
750,0,3487340000000
750,1,29449100000000
751,0,3362820000000
751,1,31202000000000
752,0,2963870000000
752,1,31734200000000
753,0,3949490000000
753,1,39411300000000
754,0,4015870000000
754,1,30466000000000
755,0,4206920000000
755,1,30816500000000
756,0,4197460000000
756,1,31250000000000
757,0,4179150000000
757,1,32102900000000
758,0,4108280000000
758,1,28767000000000
759,0,4034060000000
759,1,27236200000000
760,0,3928510000000
760,1,27753600000000
761,0,4093020000000
761,1,29042900000000
847,0,3566820000000
847,1,27737800000000
848,0,3640300000000
848,1,26649700000000
849,0,3986470000000
849,1,28982000000000
850,0,3592780000000
850,1,30083500000000
851,0,3345910000000
851,1,28109900000000
852,0,3218450000000
852,1,33811900000000
853,0,4001030000000
853,1,31317200000000
854,0,4144050000000
854,1,30547300000000
855,0,4146400000000
855,1,30550100000000
856,0,4160410000000
856,1,29912100000000
857,0,4011380000000
857,1,28147300000000
858,0,3863370000000
858,1,26354300000000
859,0,3847860000000
859,1,25679700000000
860,0,3763420000000
860,1,26490500000000
861,0,3808000000000
861,1,27061300000000
878,0,3809590000000
878,1,30179700000000
883,0,4168040000000
883,1,31371700000000
946,0,3345730000000
946,1,30087600000000
947,0,3522320000000
947,1,31725900000000
948,0,3248530000000
948,1,33671700000000
949,0,3423400000000
949,1,35645900000000
950,0,3101760000000
950,1,39995300000000
951,0,2953120000000
951,1,37049500000000
952,0,3658420000000
952,1,44913600000000
953,0,4025910000000
953,1,32141900000000
959,0,3717760000000
959,1,25036100000000
960,0,3667970000000
960,1,25236400000000
961,0,3787920000000
961,1,26613200000000
962,0,3887860000000
962,1,28150500000000
977,0,3966990000000
977,1,29138700000000
978,0,3696540000000
978,1,28139300000000
979,0,4025370000000
979,1,30708200000000
1045,0,3446020000000
1045,1,32797800000000
1046,0,3459630000000
1046,1,32315400000000
1047,0,3268270000000
1047,1,32006100000000
1048,0,3078310000000
1048,1,30214500000000
1049,0,2732450000000
1049,1,28879700000000
1050,0,3028750000000
1050,1,32901500000000
1051,0,3812620000000
1051,1,40463600000000
1052,0,3788580000000
1052,1,30902100000000
1059,0,3455150000000
1059,1,24517600000000
1060,0,3655220000000
1060,1,25107700000000
1061,0,3722800000000
1061,1,26238400000000
1062,0,3844680000000
