GridcellIndex,FunctionalGroupIndex,TotalBiomass
883,0,2.72112e+12
883,1,6.83561e+12
946,0,2.77547e+12
946,1,1.2486e+13
947,0,2.62623e+12
947,1,1.21725e+13
948,0,2.85449e+12
948,1,1.80846e+13
949,0,2.43994e+12
949,1,7.66012e+12
950,0,2.2751e+12
950,1,7.9842e+12
951,0,2.63347e+12
951,1,2.06782e+13
952,0,3.73381e+12
952,1,2.927e+13
953,0,4.20797e+12
953,1,2.36504e+13
959,0,3.92291e+12
959,1,1.52783e+13
960,0,3.24692e+12
960,1,1.1465e+13
961,0,3.77995e+12
961,1,1.24078e+13
962,0,3.32058e+12
962,1,1.07757e+13
977,0,2.59e+12
977,1,8.20931e+12
978,0,3.10851e+12
978,1,9.81608e+12
979,0,3.32081e+12
979,1,1.00666e+13
1045,0,2.97341e+12
1045,1,1.79325e+13
1046,0,2.11562e+12
1046,1,7.3786e+12
1047,0,2.84737e+12
1047,1,1.77747e+13
1048,0,2.90251e+12
1048,1,1.0871e+13
1049,0,2.84817e+12
1049,1,1.64472e+13
1050,0,2.93119e+12
1050,1,1.75385e+13
1051,0,2.14502e+12
1051,1,4.79119e+12
1052,0,3.99223e+12
1052,1,1.65811e+13
1059,0,2.64653e+12
1059,1,8.25628e+12
1060,0,4.20628e+12
1060,1,1.82785e+13
1061,0,3.07418e+12
1061,1,8.72811e+12
1062,0,4.44594e+12
1062,1,2.30255e+13
1072,0,3.55782e+12
1072,1,1.58272e+13
1073,0,3.66554e+12
1073,1,1.73969e+13
1074,0,3.19285e+12
1074,1,1.20878e+13
1145,0,2.88713e+12
1145,1,1.63149e+13
1146,0,2.69318e+12
1146,1,1.60657e+13
1147,0,2.2803e+12
1147,1,1.06697e+13
1148,0,2.14206e+12
1148,1,8.33646e+12
1149,0,2.19546e+12
1149,1,6.8023e+12
1150,0,3.63713e+12
1150,1,1.69872e+13
1151,0,4.00697e+12
1151,1,1.77861e+13
1152,0,2.4782e+12
1152,1,6.17125e+12
1160,0,3.00935e+12
1160,1,9.30463e+12
1161,0,2.61381e+12
1161,1,6.49061e+12
1162,0,2.97275e+12
1162,1,8.2216e+12
1172,0,3.58378e+12
1172,1,1.76938e+13
1173,0,3.5265e+12
1173,1,1.57429e+13
1244,0,2.77703e+12
1244,1,9.50107e+12
1245,0,2.39214e+12
1245,1,9.50593e+12
1246,0,1.31579e+12
1246,1,4.45089e+12
1247,0,1.62145e+12
1247,1,6.10683e+12
1248,0,2.12251e+12
1248,1,5.27072e+12
1249,0,2.4778e+12
1249,1,4.79883e+12
1250,0,2.5651e+12
1250,1,6.36697e+12
1251,0,3.77547e+12
1251,1,1.19358e+13
1269,0,3.88829e+12
1269,1,1.7186e+13
1270,0,3.69577e+12
1270,1,1.66144e+13
1271,0,3.58391e+12
1271,1,1.49131e+13
1344,0,1.84719e+12
1344,1,5.44664e+12
1345,0,2.07073e+12
1345,1,8.4727e+12
1346,0,3.10496e+12
1346,1,8.18596e+12
1347,0,2.64571e+12
1347,1,4.12094e+12
1348,0,2.975e+12
1348,1,4.66088e+12
1349,0,2.63322e+12
1349,1,1.15283e+13
1350,0,3.25239e+12
1350,1,1.67487e+13
1351,0,2.86817e+12
1351,1,8.56798e+12
1368,0,3.24034e+12
1368,1,1.08594e+13
1369,0,3.08455e+12
1369,1,1.01085e+13
1443,0,3.11082e+12
1443,1,1.72148e+13
1444,0,2.13896e+12
1444,1,6.70896e+12
1445,0,1.63938e+12
1445,1,4.63807e+12
1446,0,2.95599e+12
1446,1,5.29979e+12
1447,0,2.3645e+12
1447,1,2.44714e+12
1448,0,1.86654e+12
1448,1,4.88082e+12
1449,0,2.60041e+12
1449,1,1.14374e+13
1450,0,3.79966e+12
1450,1,2.01949e+13
1451,0,1.38639e+12
1451,1,3.04927e+12
1538,0,1.96171e+12
1538,1,1.12453e+12
1542,0,2.96474e+12
1542,1,1.21171e+13
1543,0,2.17586e+12
1543,1,7.9957e+12
1544,0,2.12009e+12
1544,1,9.78987e+12
1545,0,3.0895e+12
1545,1,3.85596e+12
1546,0,3.65075e+12
1546,1,1.03513e+12
1547,0,2.38361e+12
1547,1,1.44126e+12
1548,0,5.24776e+12
1548,1,3.73098e+12
1549,0,2.28372e+12
1549,1,5.84344e+12
1550,0,4.54437e+12
1550,1,1.16868e+13
1551,0,3.97181e+12
1551,1,5.99496e+12
1637,0,2.44135e+12
1637,1,1.61701e+12
1641,0,2.33327e+12
1641,1,9.16545e+12
1642,0,2.84249e+12
1642,1,1.40891e+13
1643,0,2.53526e+12
1643,1,1.06215e+13
1644,0,1.88901e+12
1644,1,6.4505e+12
1645,0,2.61993e+12
1645,1,1.73852e+12
1646,0,2.51232e+12
1646,1,9.95073e+11
1647,0,4.66478e+12
1647,1,2.01757e+12
1648,0,6.65282e+12
1648,1,6.06323e+12
1649,0,5.8561e+12
1649,1,6.18425e+12
1650,0,4.97503e+12
1650,1,6.11284e+12
1651,0,4.87137e+12
1651,1,8.92072e+12
1652,0,2.52253e+12
1652,1,7.44283e+12
1668,0,3.42633e+12
1668,1,1.24642e+13
1669,0,2.92445e+12
1669,1,9.54019e+12
1736,0,1.87971e+12
1736,1,7.52547e+11
1737,0,4.61372e+12
1737,1,2.38195e+12
1739,0,2.65619e+12
1739,1,2.43469e+12
1740,0,3.57473e+12
1740,1,1.49149e+13
1741,0,2.71907e+12
1741,1,1.68634e+13
1742,0,1.93433e+12
1742,1,4.68606e+12
1743,0,2.12951e+12
1743,1,8.84333e+12
1744,0,3.25899e+12
1744,1,3.13205e+12
1745,0,5.06736e+12
1745,1,5.02526e+12
1746,0,4.17984e+12
1746,1,2.55088e+12
1747,0,4.73593e+12
1747,1,4.571e+12
1748,0,3.44746e+12
1748,1,3.78265e+12
1749,0,6.04436e+12
1749,1,6.60196e+12
1750,0,4.42662e+12
1750,1,7.19385e+12
1751,0,3.0481e+12
1751,1,9.65027e+12
1752,0,3.73086e+12
1752,1,1.2177e+13
1767,0,3.01192e+12
1767,1,7.24931e+12
1768,0,2.47271e+12
1768,1,5.50543e+12
1769,0,3.09267e+12
1769,1,7.82518e+12
1836,0,1.45534e+12
1836,1,6.51924e+11
1839,0,3.87964e+12
1839,1,3.89083e+12
1840,0,2.5487e+12
1840,1,1.13401e+13
1841,0,2.34993e+12
1841,1,9.64542e+12
1842,0,1.78467e+12
1842,1,7.04691e+12
1843,0,1.84027e+12
1843,1,7.06708e+12
1844,0,4.656e+12
1844,1,3.27496e+12
1845,0,4.33933e+12
1845,1,4.65527e+12
1846,0,4.70706e+12
1846,1,4.03554e+12
1847,0,2.73121e+12
1847,1,3.66445e+12
1848,0,5.31806e+12
1848,1,1.23767e+13
1849,0,3.56659e+12
1849,1,5.72055e+12
1850,0,4.10976e+12
1850,1,8.01156e+12
1851,0,3.54896e+12
1851,1,1.17778e+13
1852,0,4.1173e+12
1852,1,1.82286e+13
1867,0,3.30538e+12
1867,1,8.10512e+12
1868,0,3.29565e+12
1868,1,8.48659e+12
1869,0,3.52813e+12
1869,1,1.07708e+13
1935,0,1.96854e+12
1935,1,9.00034e+11
1936,0,2.40959e+12
1936,1,1.04312e+12
1938,0,5.43159e+12
1938,1,3.06231e+12
1939,0,3.29292e+12
1939,1,6.11709e+12
1940,0,2.6294e+12
1940,1,8.699e+12
1941,0,1.93921e+12
1941,1,1.03504e+13
1942,0,1.92221e+12
1942,1,5.35897e+12
1943,0,2.67963e+12
1943,1,6.21758e+12
1944,0,3.26664e+12
1944,1,3.10395e+12
1945,0,4.98282e+12
1945,1,3.72672e+12
1946,0,3.48422e+12
1946,1,3.10264e+12
1947,0,4.87787e+12
1947,1,6.00642e+12
1948,0,4.2178e+12
1948,1,6.06724e+12
1949,0,3.5788e+12
1949,1,9.2316e+12
1950,0,3.06495e+12
1950,1,1.03049e+13
1951,0,4.01024e+12
1951,1,1.45613e+13
1952,0,4.3836e+12
1952,1,1.92267e+13
1953,0,4.35645e+12
1953,1,1.74758e+13
1954,0,4.51827e+12
1954,1,1.91348e+13
1967,0,2.40361e+12
1967,1,4.60893e+12
1968,0,3.62038e+12
1968,1,9.4354e+12
2034,0,4.47973e+12
2034,1,3.13408e+12
2037,0,4.63176e+12
2037,1,1.57444e+12
2038,0,2.54668e+12
2038,1,2.34106e+12
2039,0,2.28355e+12
2039,1,6.4539e+12
2040,0,2.87669e+12
2040,1,3.73526e+12
2041,0,2.65319e+12
2041,1,3.88461e+12
2042,0,2.81844e+12
2042,1,1.52596e+12
2043,0,4.19957e+12
2043,1,2.03076e+12
2044,0,2.90783e+12
2044,1,2.15459e+12
2045,0,3.10525e+12
2045,1,7.26744e+12
2046,0,2.97894e+12
2046,1,3.90699e+12
2047,0,4.05952e+12
2047,1,5.37612e+12
2048,0,3.83664e+12
2048,1,7.12537e+12
2049,0,3.67908e+12
2049,1,1.32286e+13
2050,0,3.8132e+12
2050,1,1.39324e+13
2051,0,4.19009e+12
2051,1,1.41199e+13
2052,0,4.50486e+12
2052,1,1.63302e+13
2053,0,4.2535e+12
2053,1,1.47892e+13
2054,0,4.41378e+12
2054,1,1.5601e+13
2055,0,3.35642e+12
2055,1,7.83898e+12
2056,0,2.82755e+12
2056,1,5.5679e+12
2057,0,4.13839e+12
2057,1,1.18642e+13
2058,0,4.65316e+12
2058,1,1.87494e+13
2059,0,3.8973e+12
2059,1,9.85833e+12
2064,0,3.26311e+12
2064,1,7.49671e+12
2065,0,3.07141e+12
2065,1,6.6223e+12
2066,0,3.18971e+12
2066,1,6.80006e+12
2067,0,3.96888e+12
2067,1,1.18833e+13
2068,0,4.03929e+12
2068,1,1.29118e+13
2133,0,3.31449e+12
2133,1,2.56993e+12
2134,0,5.56266e+12
2134,1,2.42951e+12
2137,0,5.98447e+12
2137,1,3.04351e+12
2138,0,3.97188e+12
2138,1,5.76663e+12
2139,0,2.31659e+12
2139,1,5.15566e+12
2140,0,3.55156e+12
2140,1,5.84641e+12
2141,0,1.42179e+12
2141,1,1.14614e+12
2142,0,4.49363e+12
2142,1,1.92469e+12
2143,0,3.48356e+12
2143,1,1.75185e+12
2144,0,1.69309e+12
2144,1,1.54862e+12
2145,0,4.32699e+12
2145,1,4.99711e+12
2146,0,2.83265e+12
2146,1,2.04753e+12
2147,0,4.77769e+12
2147,1,5.06321e+12
2148,0,3.42041e+12
2148,1,1.15063e+13
2149,0,3.49552e+12
2149,1,1.08282e+13
2150,0,4.29837e+12
2150,1,1.6104e+13
2151,0,3.67815e+12
2151,1,9.69731e+12
2152,0,3.72484e+12
2152,1,9.24626e+12
2153,0,4.88378e+12
2153,1,2.05554e+13
2154,0,4.92779e+12
2154,1,2.14458e+13
2155,0,3.85923e+12
2155,1,1.02566e+13
2156,0,2.8164e+12
2156,1,5.36236e+12
2157,0,4.15987e+12
2157,1,1.17179e+13
2158,0,3.60938e+12
2158,1,8.4169e+12
2159,0,4.54444e+12
2159,1,1.73941e+13
2160,0,4.07135e+12
2160,1,1.18052e+13
2161,0,4.47772e+12
2161,1,1.56919e+13
2162,0,4.42439e+12
2162,1,1.61039e+13
2163,0,4.36352e+12
2163,1,1.48748e+13
2164,0,4.03966e+12
2164,1,1.26412e+13
2165,0,3.76996e+12
2165,1,1.02387e+13
2166,0,4.33179e+12
2166,1,1.69433e+13
2167,0,3.81919e+12
2167,1,1.07129e+13
2168,0,3.08962e+12
2168,1,7.72194e+12
2233,0,4.49546e+12
2233,1,2.83824e+12
2234,0,1.41768e+12
2234,1,5.76449e+11
2235,0,2.43068e+12
2235,1,8.37768e+11
2236,0,1.95462e+12
2236,1,7.68059e+11
2237,0,6.54129e+12
2237,1,2.51253e+12
2238,0,3.8472e+12
2238,1,2.34305e+12
2239,0,2.91263e+12
2239,1,9.19351e+12
2240,0,4.76657e+12
2240,1,4.93284e+12
2241,0,2.22151e+12
2241,1,4.26041e+12
2242,0,3.11897e+12
2242,1,2.47185e+12
2243,0,3.94659e+12
2243,1,3.33553e+12
2244,0,2.05745e+12
2244,1,7.16581e+12
2245,0,4.40207e+12
2245,1,4.71318e+12
2246,0,3.21695e+12
2246,1,5.1745e+12
2247,0,3.92021e+12
2247,1,7.35108e+12
2248,0,3.08704e+12
2248,1,1.10758e+13
2249,0,3.28226e+12
2249,1,9.15192e+12
2250,0,3.453e+12
2250,1,8.14251e+12
2251,0,4.04549e+12
2251,1,1.11751e+13
2252,0,4.61461e+12
2252,1,1.41793e+13
2253,0,4.74066e+12
2253,1,1.49311e+13
2254,0,5.30528e+12
2254,1,2.27907e+13
2255,0,3.58058e+12
2255,1,7.86347e+12
2256,0,4.67483e+12
2256,1,1.52356e+13
2257,0,4.29833e+12
2257,1,1.44042e+13
2258,0,4.02933e+12
2258,1,1.14926e+13
2259,0,4.86237e+12
2259,1,1.97975e+13
2260,0,4.61058e+12
2260,1,1.58454e+13
2261,0,4.4862e+12
2261,1,1.63312e+13
2262,0,4.88452e+12
2262,1,2.1053e+13
2263,0,4.38186e+12
2263,1,1.51346e+13
2264,0,4.94885e+12
2264,1,2.18762e+13
2265,0,4.27065e+12
2265,1,1.41671e+13
2266,0,4.37194e+12
2266,1,1.47403e+13
2267,0,2.77344e+12
2267,1,5.59224e+12
2268,0,2.94445e+12
2268,1,6.43885e+12
2332,0,3.46786e+12
2332,1,7.34652e+12
2333,0,3.79911e+12
2333,1,1.90734e+12
2334,0,4.66483e+12
2334,1,1.54481e+12
2335,0,4.09338e+12
2335,1,1.52709e+12
2336,0,5.09753e+12
2336,1,2.41279e+12
2337,0,6.39699e+12
2337,1,3.68754e+12
2338,0,3.29885e+12
2338,1,6.42008e+12
2339,0,2.42798e+12
2339,1,6.80813e+12
2340,0,2.15308e+12
2340,1,1.05622e+13
2341,0,1.64469e+12
2341,1,3.95036e+12
2342,0,9.67635e+11
2342,1,1.58698e+12
2343,0,4.09593e+12
2343,1,5.24395e+12
2344,0,2.00882e+12
2344,1,6.47985e+12
2345,0,4.82008e+12
2345,1,6.69943e+12
2346,0,3.114e+12
2346,1,6.57183e+12
2347,0,2.94499e+12
2347,1,1.21999e+13
2348,0,2.74923e+12
2348,1,9.05404e+12
2349,0,3.76879e+12
2349,1,1.51336e+13
2350,0,3.70429e+12
2350,1,1.08647e+13
2351,0,4.22665e+12
2351,1,1.37633e+13
2352,0,4.30734e+12
2352,1,1.20152e+13
2353,0,4.87403e+12
2353,1,1.60276e+13
2354,0,4.51972e+12
2354,1,1.38444e+13
2355,0,3.89712e+12
2355,1,8.83749e+12
2356,0,5.21724e+12
2356,1,2.07425e+13
2357,0,4.60167e+12
2357,1,1.49458e+13
2358,0,3.12791e+12
2358,1,6.51287e+12
2359,0,3.69766e+12
2359,1,9.9035e+12
2360,0,4.06343e+12
2360,1,1.04944e+13
2361,0,4.57646e+12
2361,1,1.47954e+13
2362,0,4.79535e+12
2362,1,1.84649e+13
2363,0,4.53433e+12
2363,1,1.60406e+13
2364,0,4.3342e+12
2364,1,1.24592e+13
2365,0,3.90853e+12
2365,1,1.02946e+13
2366,0,3.23751e+12
2366,1,6.55928e+12
2367,0,3.53869e+12
2367,1,8.00757e+12
2368,0,4.56414e+12
2368,1,1.72229e+13
2369,0,4.17016e+12
2369,1,1.21682e+13
2370,0,2.44453e+12
2370,1,4.4853e+12
2431,0,8.14316e+12
2431,1,8.85683e+12
2432,0,8.94284e+12
2432,1,1.00644e+13
2433,0,5.76544e+12
2433,1,3.27201e+12
2434,0,4.0449e+12
2434,1,1.59275e+12
2435,0,2.8618e+12
2435,1,1.01124e+12
2436,0,4.82247e+12
2436,1,5.39807e+12
2437,0,1.97985e+12
2437,1,6.5638e+12
2438,0,1.71492e+12
2438,1,3.99261e+12
2439,0,2.40564e+12
2439,1,2.43108e+12
2440,0,2.01192e+12
2440,1,1.87954e+12
2441,0,2.08704e+12
2441,1,5.41774e+12
2442,0,2.87039e+12
2442,1,6.54457e+12
2443,0,2.83791e+12
2443,1,8.33304e+12
2444,0,1.94532e+12
2444,1,4.73457e+12
2445,0,3.12188e+12
2445,1,9.11571e+12
2446,0,2.53193e+12
2446,1,7.84141e+12
2447,0,3.21528e+12
2447,1,1.39824e+13
2448,0,3.38701e+12
2448,1,1.12247e+13
2449,0,3.05697e+12
2449,1,7.90291e+12
2450,0,4.24706e+12
2450,1,1.66197e+13
2451,0,4.25869e+12
2451,1,1.46998e+13
2452,0,5.11036e+12
2452,1,2.41278e+13
2453,0,4.9396e+12
2453,1,1.75466e+13
2454,0,4.48238e+12
2454,1,1.28861e+13
2455,0,3.7975e+12
2455,1,8.32942e+12
2456,0,4.36681e+12
2456,1,1.08535e+13
2457,0,3.57435e+12
2457,1,7.95505e+12
2458,0,4.30091e+12
2458,1,1.56298e+13
2459,0,3.85721e+12
2459,1,9.19541e+12
2460,0,3.83775e+12
2460,1,9.0461e+12
2461,0,4.73481e+12
2461,1,1.59514e+13
2462,0,4.32859e+12
2462,1,1.18319e+13
2463,0,4.97366e+12
2463,1,1.98789e+13
2464,0,3.09604e+12
2464,1,6.06069e+12
2465,0,2.92235e+12
2465,1,5.55315e+12
2466,0,3.7386e+12
2466,1,8.8181e+12
2467,0,2.77481e+12
2467,1,5.39176e+12
2468,0,4.22072e+12
2468,1,1.32141e+13
2469,0,3.30612e+12
2469,1,7.29914e+12
2470,0,3.99827e+12
2470,1,1.14168e+13
2471,0,3.96122e+12
2471,1,1.06491e+13
2529,0,8.73744e+12
2529,1,1.04182e+13
2530,0,4.97849e+12
2530,1,1.95307e+12
2531,0,3.48815e+12
2531,1,1.31834e+13
2532,0,4.27077e+12
2532,1,2.11042e+12
2533,0,4.46273e+12
2533,1,1.58115e+12
2534,0,2.57661e+12
2534,1,1.517e+12
2535,0,3.60002e+12
2535,1,1.6675e+12
2536,0,3.07737e+12
2536,1,2.17543e+12
2537,0,2.40634e+12
2537,1,9.94872e+12
2538,0,2.49855e+12
2538,1,3.54447e+12
2539,0,3.088e+12
2539,1,2.60715e+12
2540,0,3.21106e+12
2540,1,4.87312e+12
2541,0,1.57707e+12
2541,1,2.69397e+12
2542,0,2.27273e+12
2542,1,7.15963e+12
2543,0,2.61566e+12
2543,1,9.68202e+12
2544,0,2.02272e+12
2544,1,4.61068e+12
2545,0,3.52594e+12
2545,1,9.60894e+12
2546,0,3.78204e+12
2546,1,7.46902e+12
2547,0,3.06626e+12
2547,1,9.72881e+12
2548,0,2.60516e+12
2548,1,6.17886e+12
2549,0,3.53192e+12
2549,1,1.04812e+13
2550,0,3.34685e+12
2550,1,9.22655e+12
2551,0,2.6004e+12
2551,1,5.1374e+12
2552,0,2.88525e+12
2552,1,5.69909e+12
2553,0,4.70518e+12
2553,1,1.58884e+13
2554,0,4.7732e+12
2554,1,1.41026e+13
2555,0,3.74123e+12
2555,1,8.55952e+12
2556,0,3.02183e+12
2556,1,5.70302e+12
2557,0,4.82068e+12
2557,1,1.81338e+13
2558,0,4.37923e+12
2558,1,1.2535e+13
2559,0,3.77409e+12
2559,1,1.00184e+13
2560,0,4.30481e+12
2560,1,1.46303e+13
2561,0,4.73893e+12
2561,1,1.49501e+13
2562,0,3.64064e+12
2562,1,7.64224e+12
2563,0,4.96935e+12
2563,1,2.10962e+13
2564,0,3.79708e+12
2564,1,9.22617e+12
2565,0,3.65399e+12
2565,1,8.00641e+12
2566,0,4.1702e+12
2566,1,1.20552e+13
2567,0,3.91827e+12
2567,1,9.89067e+12
2568,0,3.09422e+12
2568,1,6.52358e+12
2569,0,4.0824e+12
2569,1,1.14165e+13
2570,0,4.5981e+12
2570,1,1.92991e+13
2571,0,4.01048e+12
2571,1,1.12334e+13
2572,0,4.25531e+12
2572,1,1.44375e+13
2628,0,2.39477e+12
2628,1,6.66403e+12
2629,0,4.90084e+12
2629,1,3.41467e+12
2630,0,8.58327e+12
2630,1,5.7789e+12
2631,0,1.686e+12
2631,1,9.28857e+12
2632,0,3.50263e+12
2632,1,1.01045e+12
2633,0,4.39625e+12
2633,1,1.50774e+12
2634,0,5.21598e+12
2634,1,3.67646e+12
2635,0,5.05122e+12
2635,1,1.86709e+12
2636,0,3.82962e+12
2636,1,6.53603e+12
2637,0,3.00842e+12
2637,1,1.03419e+13
2638,0,3.06758e+12
2638,1,3.3218e+12
2639,0,2.25877e+12
2639,1,3.11293e+12
2640,0,2.44395e+12
2640,1,5.5313e+12
2641,0,3.96834e+12
2641,1,4.01403e+12
2642,0,2.57093e+12
2642,1,9.77173e+12
2643,0,3.03886e+12
2643,1,1.29189e+13
2644,0,2.6202e+12
2644,1,7.97785e+12
2645,0,2.59832e+12
2645,1,7.95472e+12
2646,0,2.88819e+12
2646,1,1.2106e+13
2647,0,3.18105e+12
2647,1,1.19093e+13
2648,0,3.29638e+12
2648,1,1.1173e+13
2649,0,2.67193e+12
2649,1,6.03921e+12
2650,0,3.51052e+12
2650,1,1.04769e+13
2651,0,3.26303e+12
2651,1,7.59129e+12
2652,0,4.09877e+12
2652,1,1.40775e+13
2653,0,4.1432e+12
2653,1,1.2627e+13
2654,0,4.49888e+12
2654,1,1.48215e+13
2655,0,4.39979e+12
2655,1,1.23736e+13
2656,0,3.50061e+12
2656,1,7.67307e+12
2657,0,3.53426e+12
2657,1,7.91226e+12
2658,0,3.81559e+12
2658,1,8.65843e+12
2659,0,3.00659e+12
2659,1,5.97775e+12
2660,0,4.83834e+12
2660,1,1.86375e+13
2661,0,4.62227e+12
2661,1,1.46842e+13
2662,0,3.77028e+12
2662,1,9.71227e+12
2663,0,3.99529e+12
2663,1,9.80729e+12
2664,0,2.75495e+12
2664,1,5.12257e+12
2665,0,4.31324e+12
2665,1,1.23593e+13
2666,0,4.44117e+12
2666,1,1.4879e+13
2667,0,4.36038e+12
2667,1,1.4917e+13
2668,0,4.09195e+12
2668,1,1.12777e+13
2669,0,4.2109e+12
2669,1,1.30831e+13
2670,0,3.85749e+12
2670,1,1.0809e+13
2671,0,3.04561e+12
2671,1,6.75739e+12
2672,0,3.45541e+12
2672,1,8.61244e+12
2673,0,4.58255e+12
2673,1,2.24734e+13
2728,0,3.92733e+12
2728,1,7.231e+12
2729,0,9.28622e+12
2729,1,8.96135e+12
2730,0,2.92412e+12
2730,1,1.6759e+13
2731,0,3.15027e+12
2731,1,8.78287e+12
2732,0,2.8674e+12
2732,1,1.3033e+12
2733,0,2.85997e+12
2733,1,2.67087e+12
2734,0,4.81569e+12
2734,1,4.55582e+12
2735,0,3.78309e+12
2735,1,4.38668e+12
2736,0,2.68434e+12
2736,1,5.84988e+12
2737,0,1.69816e+12
2737,1,6.29541e+12
2738,0,3.11275e+12
2738,1,3.29853e+12
2739,0,4.62626e+12
2739,1,3.5073e+12
2740,0,2.83784e+12
2740,1,6.72409e+12
2741,0,3.20991e+12
2741,1,1.6043e+13
2742,0,3.00314e+12
2742,1,1.88505e+13
2743,0,1.72238e+12
2743,1,7.00255e+12
2744,0,2.44398e+12
2744,1,9.51081e+12
2745,0,2.94553e+12
2745,1,1.05501e+13
2746,0,3.7654e+12
2746,1,9.92278e+12
2747,0,3.0847e+12
2747,1,1.23095e+13
2748,0,2.80174e+12
2748,1,8.45037e+12
2749,0,3.23032e+12
2749,1,1.01164e+13
2750,0,3.40196e+12
2750,1,1.06913e+13
2751,0,4.10879e+12
2751,1,1.57832e+13
2752,0,3.91984e+12
2752,1,1.14735e+13
2753,0,4.2265e+12
2753,1,1.5837e+13
2754,0,4.81388e+12
2754,1,2.15768e+13
2755,0,4.32809e+12
2755,1,1.29468e+13
2756,0,4.33773e+12
2756,1,1.37545e+13
2757,0,4.38491e+12
