GridcellIndex,FunctionalGroupIndex,TotalBiomass
64,0,2.83106e+12
64,1,7.65107e+12
65,0,3.81883e+12
65,1,2.54732e+13
66,0,4.16174e+12
66,1,2.77947e+13
75,0,3.55492e+12
75,1,1.65197e+13
76,0,1.82849e+12
76,1,7.08411e+12
77,0,2.92387e+12
77,1,1.55521e+13
78,0,2.42523e+12
78,1,3.53603e+12
79,0,3.14122e+12
79,1,6.99282e+12
80,0,2.18364e+12
80,1,6.91684e+12
81,0,2.99546e+12
81,1,1.97462e+13
82,0,3.11449e+12
82,1,1.89255e+13
83,0,3.0748e+12
83,1,1.80364e+13
84,0,2.10157e+12
84,1,6.13617e+12
85,0,2.63683e+12
85,1,1.17375e+13
86,0,2.42253e+12
86,1,8.95239e+12
87,0,3.04912e+12
87,1,1.3234e+13
88,0,3.43829e+12
88,1,1.87395e+13
164,0,2.91054e+12
164,1,9.16933e+12
165,0,3.72255e+12
165,1,2.14018e+13
176,0,2.15281e+12
176,1,6.39761e+12
177,0,2.12079e+12
177,1,6.80661e+12
179,0,2.25766e+12
179,1,1.04365e+13
180,0,2.86261e+12
180,1,1.5507e+13
263,0,2.74784e+12
263,1,9.71159e+12
264,0,3.26059e+12
264,1,1.35062e+13
265,0,3.49175e+12
265,1,1.77549e+13
362,0,2.64747e+12
362,1,1.02881e+13
363,0,2.36955e+12
363,1,7.38392e+12
364,0,3.49721e+12
364,1,1.933e+13
365,0,3.25994e+12
365,1,1.20208e+13
366,0,3.08997e+12
366,1,1.23617e+13
458,0,2.84071e+12
458,1,9.47231e+12
459,0,2.96208e+12
459,1,1.11829e+13
460,0,3.39715e+12
460,1,1.88465e+13
461,0,3.17994e+12
461,1,1.57927e+13
462,0,2.83039e+12
462,1,1.08139e+13
463,0,3.3419e+12
463,1,2.41315e+13
464,0,2.92649e+12
464,1,9.91472e+12
465,0,3.46393e+12
465,1,1.43655e+13
466,0,3.24063e+12
466,1,1.24137e+13
557,0,3.72286e+12
557,1,2.18048e+13
558,0,1.95132e+12
558,1,8.97885e+12
559,0,3.16236e+12
559,1,1.32472e+13
560,0,3.49714e+12
560,1,1.86482e+13
561,0,3.29604e+12
561,1,1.7256e+13
562,0,2.99171e+12
562,1,1.28038e+13
563,0,2.95138e+12
563,1,1.35142e+13
564,0,3.43831e+12
564,1,1.81163e+13
565,0,3.41881e+12
565,1,1.39996e+13
566,0,3.25016e+12
566,1,1.31116e+13
652,0,2.78638e+12
652,1,1.07902e+13
653,0,1.37341e+12
653,1,5.57548e+12
654,0,2.60235e+12
654,1,1.49143e+13
656,0,2.76121e+12
656,1,1.78518e+13
657,0,3.162e+12
