GridcellIndex,FunctionalGroupIndex,TotalBiomass
64,0,2.73834e+12
64,1,7.08446e+12
65,0,3.91082e+12
65,1,2.40187e+13
66,0,4.26011e+12
66,1,2.67343e+13
75,0,3.40044e+12
75,1,1.40798e+13
76,0,1.94293e+12
76,1,7.82866e+12
77,0,2.96068e+12
77,1,1.576e+13
78,0,2.5678e+12
78,1,3.66603e+12
79,0,3.08867e+12
79,1,6.48918e+12
80,0,2.13695e+12
80,1,6.375e+12
81,0,3.14545e+12
81,1,1.95347e+13
82,0,3.11392e+12
82,1,1.64895e+13
83,0,3.00238e+12
83,1,1.50387e+13
84,0,1.78269e+12
84,1,4.50297e+12
85,0,2.62467e+12
85,1,1.05708e+13
86,0,2.33006e+12
86,1,7.61056e+12
87,0,3.15836e+12
87,1,1.31645e+13
88,0,3.46305e+12
88,1,1.71541e+13
164,0,2.80466e+12
164,1,8.10735e+12
165,0,3.7282e+12
165,1,1.8737e+13
176,0,2.02656e+12
176,1,5.47602e+12
177,0,1.96964e+12
177,1,5.62498e+12
179,0,2.31298e+12
179,1,1.01839e+13
180,0,2.81536e+12
180,1,1.22213e+13
263,0,2.63079e+12
263,1,8.49511e+12
264,0,3.25886e+12
264,1,1.14101e+13
265,0,3.44218e+12
265,1,1.47761e+13
362,0,2.77905e+12
362,1,1.04992e+13
363,0,2.43046e+12
363,1,7.17999e+12
364,0,3.74958e+12
364,1,1.88656e+13
365,0,3.2475e+12
365,1,1.0392e+13
366,0,2.99217e+12
366,1,1.08219e+13
458,0,2.81161e+12
458,1,8.45241e+12
459,0,3.08425e+12
459,1,1.11708e+13
460,0,3.2876e+12
460,1,1.36257e+13
461,0,3.09235e+12
461,1,1.25092e+13
462,0,2.8205e+12
462,1,9.2243e+12
463,0,3.50159e+12
463,1,2.15877e+13
464,0,3.11136e+12
464,1,9.53348e+12
465,0,3.61235e+12
465,1,1.29954e+13
466,0,3.0127e+12
466,1,9.20711e+12
557,0,3.95803e+12
557,1,2.07899e+13
558,0,2.00303e+12
558,1,8.75815e+12
559,0,3.25287e+12
559,1,1.19971e+13
560,0,3.82759e+12
560,1,1.80792e+13
561,0,3.54084e+12
561,1,1.50625e+13
562,0,3.06554e+12
562,1,1.10608e+13
563,0,3.02062e+12
563,1,1.06233e+13
564,0,3.94137e+12
564,1,1.92645e+13
565,0,3.01818e+12
565,1,8.99843e+12
566,0,3.35155e+12
566,1,1.2705e+13
652,0,2.87935e+12
652,1,1.00415e+13
653,0,1.82668e+12
653,1,7.30715e+12
654,0,2.82104e+12
654,1,1.47487e+13
656,0,3.05802e+12
656,1,1.70841e+13
657,0,3.55856e+12
657,1,1.46628e+13
658,0,2.8658e+12
658,1,1.06172e+13
659,0,3.44234e+12
659,1,1.20012e+13
660,0,3.84783e+12
660,1,1.63881e+13
661,0,2.89171e+12
661,1,1.12584e+13
749,0,2.93445e+12
749,1,1.06379e+13
750,0,2.62056e+12
750,1,1.87505e+13
751,0,2.28334e+12
751,1,1.11728e+13
752,0,2.03701e+12
752,1,7.48368e+12
753,0,2.94733e+12
753,1,1.17182e+13
754,0,3.457e+12
754,1,1.93598e+13
755,0,2.91787e+12
755,1,9.45163e+12
756,0,3.35542e+12
756,1,1.29901e+13
757,0,2.63339e+12
757,1,9.92979e+12
758,0,3.49337e+12
758,1,1.44846e+13
759,0,3.43303e+12
759,1,1.36941e+13
760,0,3.22405e+12
760,1,1.15961e+13
761,0,3.80256e+12
761,1,2.1287e+13
847,0,2.66445e+12
847,1,1.65682e+13
848,0,2.63624e+12
848,1,1.29907e+13
