GridcellIndex,FunctionalGroupIndex,TotalBiomass
64,0,3.30206e+12
64,1,1.14649e+13
65,0,3.96933e+12
65,1,1.43363e+13
66,0,3.63369e+12
66,1,1.3451e+13
75,0,3.42699e+12
75,1,1.19297e+13
76,0,3.24295e+12
76,1,1.40386e+13
77,0,3.47321e+12
77,1,1.21447e+13
78,0,3.45702e+12
78,1,4.72355e+12
79,0,3.90177e+12
79,1,7.76939e+12
80,0,3.02747e+12
80,1,9.97749e+12
81,0,3.60334e+12
81,1,1.5393e+13
82,0,2.84069e+12
82,1,8.64295e+12
83,0,1.85758e+12
83,1,4.37258e+12
84,0,2.74943e+12
84,1,9.08219e+12
85,0,2.88804e+12
85,1,8.87593e+12
86,0,2.67904e+12
86,1,7.82595e+12
87,0,3.39691e+12
87,1,1.11145e+13
88,0,3.54455e+12
88,1,1.3181e+13
164,0,2.81828e+12
164,1,7.561e+12
165,0,3.94184e+12
165,1,1.37739e+13
176,0,3.18879e+12
176,1,1.11576e+13
177,0,2.2809e+12
177,1,5.59301e+12
179,0,3.17082e+12
179,1,1.1243e+13
180,0,2.98523e+12
180,1,7.88202e+12
263,0,2.92709e+12
263,1,8.38339e+12
264,0,3.04672e+12
264,1,8.68455e+12
265,0,2.87068e+12
265,1,8.6638e+12
362,0,3.08089e+12
362,1,1.0128e+13
363,0,3.17334e+12
363,1,9.28476e+12
364,0,4.14598e+12
364,1,1.60124e+13
365,0,2.20827e+12
365,1,5.38942e+12
366,0,3.25454e+12
366,1,1.06919e+13
458,0,2.7743e+12
458,1,7.61203e+12
459,0,3.51264e+12
459,1,1.27275e+13
460,0,2.78437e+12
460,1,6.777e+12
461,0,3.279e+12
461,1,9.6703e+12
462,0,3.35347e+12
462,1,1.05917e+13
463,0,2.51238e+12
463,1,5.60161e+12
464,0,3.49219e+12
464,1,1.05026e+13
465,0,3.24623e+12
465,1,8.71617e+12
466,0,3.50939e+12
466,1,1.08686e+13
557,0,3.35587e+12
557,1,1.10766e+13
558,0,2.51082e+12
558,1,7.75245e+12
559,0,2.28581e+12
559,1,5.79698e+12
560,0,4.39397e+12
560,1,1.52474e+13
561,0,3.44516e+12
561,1,9.7109e+12
562,0,3.00053e+12
562,1,9.1261e+12
563,0,3.72152e+12
563,1,1.04677e+13
564,0,4.4987e+12
564,1,1.56667e+13
565,0,3.21092e+12
565,1,9.13668e+12
566,0,3.91318e+12
566,1,1.31945e+13
652,0,2.50733e+12
652,1,6.90429e+12
653,0,3.13756e+12
653,1,1.29491e+13
654,0,3.12647e+12
654,1,9.57319e+12
656,0,3.3582e+12
656,1,1.01407e+13
657,0,3.66505e+12
657,1,1.27584e+13
658,0,4.21771e+12
658,1,1.59983e+13
659,0,3.81199e+12
659,1,9.61918e+12
660,0,3.66524e+12
660,1,9.49008e+12
661,0,3.2628e+12
661,1,9.81674e+12
749,0,2.43935e+12
749,1,6.17902e+12
750,0,3.56635e+12
750,1,2.17651e+13
751,0,2.28941e+12
751,1,7.57287e+12
752,0,2.27762e+12
752,1,8.28821e+12
753,0,3.78974e+12
753,1,1.51909e+13
754,0,4.12806e+12
754,1,1.26252e+13
755,0,3.57707e+12
755,1,9.29881e+12
756,0,2.78214e+12
756,1,6.92511e+12
757,0,3.13994e+12
757,1,1.08879e+13
758,0,4.58707e+12
758,1,1.50723e+13
759,0,3.62843e+12
759,1,1.0641e+13
760,0,4.11471e+12
760,1,1.35864e+13
761,0,4.62637e+12
761,1,1.95682e+13
847,0,3.9691e+12
847,1,2.00022e+13
848,0,4.36207e+12
848,1,2.04256e+13
849,0,4.13423e+12
849,1,2.30816e+13
850,0,2.16921e+12
850,1,6.37295e+12
851,0,2.04587e+12
851,1,5.39273e+12
852,0,3.73021e+12
852,1,1.6266e+13
853,0,3.66377e+12
853,1,1.10289e+13
854,0,3.91927e+12
854,1,1.22852e+13
855,0,2.05652e+12
855,1,5.41834e+12
856,0,4.02638e+12
856,1,1.29416e+13
857,0,4.22549e+12
857,1,1.40278e+13
858,0,3.14426e+12
858,1,8.15824e+12
859,0,3.05633e+12
859,1,7.47026e+12
860,0,2.75779e+12
860,1,6.92091e+12
861,0,2.55965e+12
861,1,6.12573e+12
878,0,3.76355e+12
878,1,1.27194e+13
883,0,3.15289e+12
883,1,8.791e+12
946,0,3.33774e+12
946,1,1.34519e+13
947,0,3.1037e+12
947,1,1.16134e+13
948,0,3.55478e+12
948,1,1.95778e+13
949,0,2.8328e+12
949,1,8.45115e+12
950,0,2.79588e+12
950,1,9.60759e+12
951,0,3.69806e+12
951,1,2.12534e+13
952,0,4.89706e+12
952,1,2.86536e+13
953,0,5.01913e+12
953,1,2.24023e+13
959,0,3.98624e+12
959,1,1.2321e+13
960,0,3.04786e+12
960,1,9.01588e+12
961,0,3.76389e+12
961,1,1.02265e+13
962,0,2.93776e+12
962,1,8.37783e+12
977,0,3.37491e+12
977,1,1.10517e+13
978,0,3.41155e+12
978,1,9.27425e+12
979,0,3.77387e+12
979,1,1.08653e+13
1045,0,3.8927e+12
1045,1,1.8432e+13
1046,0,3.01688e+12
1046,1,9.82743e+12
1047,0,3.90881e+12
1047,1,1.94325e+13
1048,0,3.63203e+12
1048,1,1.33711e+13
1049,0,3.53771e+12
1049,1,1.60865e+13
1050,0,3.95209e+12
1050,1,1.95477e+13
1051,0,2.34964e+12
1051,1,5.4868e+12
1052,0,4.57415e+12
1052,1,1.51404e+13
1059,0,3.10451e+12
1059,1,8.84254e+12
1060,0,3.96526e+12
1060,1,1.16818e+13
1061,0,2.16447e+12
1061,1,5.31063e+12
1062,0,4.84564e+12
1062,1,2.15989e+13
1072,0,4.31667e+12
1072,1,1.74888e+13
1073,0,4.4091e+12
1073,1,1.8242e+13
1074,0,3.74363e+12
1074,1,1.28357e+13
1145,0,4.26762e+12
1145,1,2.03945e+13
1146,0,3.66434e+12
1146,1,1.68166e+13
1147,0,3.65378e+12
1147,1,1.52374e+13
1148,0,2.86629e+12
1148,1,9.94874e+12
1149,0,2.10964e+12
1149,1,4.94811e+12
1150,0,4.0691e+12
1150,1,1.31017e+13
1151,0,4.35137e+12
1151,1,1.26093e+13
1152,0,2.91417e+12
1152,1,7.03978e+12
1160,0,2.85487e+12
1160,1,7.58401e+12
1161,0,2.41623e+12
1161,1,5.18558e+12
1162,0,3.32318e+12
1162,1,9.13176e+12
1172,0,4.51936e+12
1172,1,1.94707e+13
1173,0,4.25654e+12
1173,1,1.74418e+13
1244,0,3.75835e+12
1244,1,1.07479e+13
1245,0,3.69634e+12
1245,1,1.23518e+13
1246,0,2.58311e+12
1246,1,7.99e+12
1247,0,2.71249e+12
1247,1,7.91513e+12
1248,0,2.61923e+12
1248,1,5.527e+12
1249,0,3.00078e+12
1249,1,5.58683e+12
1250,0,2.70663e+12
1250,1,6.08916e+12
1251,0,4.68228e+12
1251,1,1.29688e+13
1269,0,4.64229e+12
1269,1,1.87402e+13
1270,0,4.27459e+12
1270,1,1.58571e+13
1271,0,4.09438e+12
1271,1,1.53978e+13
1344,0,3.17772e+12
1344,1,9.53554e+12
1345,0,2.89672e+12
1345,1,1.02058e+13
1346,0,4.95045e+12
1346,1,1.12146e+13
1347,0,4.512e+12
1347,1,5.57678e+12
1348,0,4.30081e+12
1348,1,6.73968e+12
1349,0,3.55092e+12
1349,1,1.44781e+13
1350,0,3.98756e+12
1350,1,1.70054e+13
1351,0,3.44553e+12
1351,1,9.4681e+12
1368,0,3.6895e+12
1368,1,1.08991e+13
1369,0,3.6422e+12
1369,1,1.09969e+13
1443,0,4.24973e+12
1443,1,1.66474e+13
1444,0,2.726e+12
1444,1,6.14596e+12
1445,0,2.95299e+12
1445,1,8.12053e+12
1446,0,5.07692e+12
1446,1,7.63747e+12
1447,0,3.45375e+12
1447,1,3.24166e+12
1448,0,2.27101e+12
1448,1,5.21657e+12
1449,0,3.39235e+12
1449,1,1.28538e+13
1450,0,4.67831e+12
1450,1,1.87297e+13
1451,0,1.71564e+12
1451,1,3.37018e+12
1538,0,2.6714e+12
1538,1,1.11874e+12
1542,0,4.51151e+12
1542,1,1.56531e+13
1543,0,2.95861e+12
1543,1,7.43593e+12
1544,0,3.18776e+12
1544,1,1.20136e+13
1545,0,5.73537e+12
1545,1,6.28367e+12
1546,0,5.99111e+12
1546,1,1.4089e+12
1547,0,3.70611e+12
1547,1,2.02205e+12
1548,0,6.64958e+12
1548,1,4.17457e+12
1549,0,2.93596e+12
1549,1,7.01384e+12
1550,0,5.65711e+12
1550,1,1.18316e+13
1551,0,5.42103e+12
1551,1,7.52458e+12
1637,0,1.95023e+12
1637,1,1.15766e+12
1641,0,3.9545e+12
1641,1,1.18914e+13
1642,0,4.28788e+12
1642,1,1.55541e+13
1643,0,3.42756e+12
1643,1,1.09225e+13
1644,0,3.48299e+12
1644,1,1.00524e+13
1645,0,3.42749e+12
1645,1,2.14608e+12
1646,0,4.23449e+12
1646,1,1.36862e+12
1647,0,5.59075e+12
1647,1,2.13742e+12
1648,0,8.51488e+12
1648,1,6.48972e+12
1649,0,7.34172e+12
1649,1,6.63627e+12
1650,0,5.07118e+12
1650,1,5.38195e+12
1651,0,5.06334e+12
1651,1,7.29551e+12
1652,0,2.79681e+12
1652,1,6.46457e+12
1668,0,3.65829e+12
1668,1,1.10641e+13
1669,0,3.18976e+12
1669,1,8.33719e+12
1736,0,1.39605e+12
1736,1,5.74046e+11
1737,0,4.99075e+12
1737,1,2.11301e+12
1739,0,3.27671e+12
1739,1,2.51134e+12
1740,0,4.80699e+12
1740,1,1.52144e+13
1741,0,4.1915e+12
1741,1,1.87283e+13
1742,0,2.85802e+12
1742,1,6.4788e+12
1743,0,3.74536e+12
1743,1,1.14199e+13
1744,0,4.56884e+12
1744,1,3.94953e+12
1745,0,8.00414e+12
